time,value
2123.4299260000116,24.0
303.35491599998204,28.5
303.2032870000112,31.0
303.21146799999406,32.5
304.01344099998823,33.5
303.2429859999975,34.5
303.21969400002854,35.5
303.2128939999966,36.0
303.19989799999166,35.5
303.2736760000116,29.5
303.2204839999904,27.0
303.1986239999824,26.0
303.4631000000227,25.5
303.4802320000017,25.0
606.7001959999907,24.5
606.6142289999989,24.0
910.3498919999984,23.5
1516.0489379999926,23.0
1820.1803890000156,22.5
1820.0157329999784,28.5
303.4458330000052,32.0
303.19559800002025,34.0
303.1850929999782,31.0
303.3560230000003,27.0
303.20870300001116,25.5
303.0795780000044,25.0
303.22203099998296,24.5
303.18936499999836,24.0
1213.677664000017,23.5
1820.050698999985,23.0
2426.900471000001,22.5
4852.274908000021,22.0
9706.821620000002,21.5
606.5380349999759,22.0
606.4658970000164,22.5
606.7237559999921,22.0
909.8812859999889,21.5
4247.531802000012,21.0
303.5545400000119,21.5
909.4990469999902,21.0
5458.190830000007,20.5
6974.969198000006,20.0
8189.387611999991,19.5
303.1378589999804,20.0
606.7092300000077,19.5
14255.131747000007,23.0
303.79842700000154,28.5
302.99763800000073,31.0
303.22540100000333,32.5
303.70770199998515,33.5
303.02458900000784,34.5
303.30397300000186,35.0
303.3061919999891,35.5
303.56361500002095,36.0
303.18768899998395,36.5
303.1466000000073,37.5
303.3438909999968,38.0
606.4733509999933,38.5
303.4526860000042,39.0
303.1349409999966,35.5
303.3618950000091,31.0
303.6745569999912,29.5
302.9815750000125,28.5
303.30775899998844,28.0
303.2244340000034,27.5
606.6493959999934,27.0
607.1007130000216,26.5
2730.194837999996,26.0
2123.147226000001,25.5
1213.4737309999764,25.0
1213.6615200000233,24.5
1821.3262019999966,24.0
3639.454769999982,23.5
5156.733817,23.0
10920.630299000011,22.5
11524.28973399999,23.0
1212.9246240000066,22.5
1213.4441780000052,22.0
3033.2555649999704,21.5
2163.276952000044,21.0
5458.9683899999945,20.5
4246.393975000014,21.5
303.31360799999675,28.0
303.5384029999841,31.0
303.13015599997016,28.0
303.3408200000413,24.5
303.2239149999805,23.0
303.15334800002165,22.5
303.2931859999662,22.0
1213.0821200000355,21.5
2427.1554129999713,21.0
3032.961141000036,26.5
303.0901759999688,24.0
303.6188940000138,22.5
303.39886399998795,22.0
303.3379689999856,21.5
606.3856390000437,21.0
1213.1723839999759,21.5
303.34810599999037,27.5
303.1188100000145,24.0
303.23861200001556,22.5
303.3231809999561,22.0
303.42916600004537,21.5
1515.9110129999463,21.0
606.8406570000225,21.5
606.4395880000084,22.0
1819.5115169999772,22.5
2122.766713000019,23.0
303.15526899998076,22.5
303.2831710000173,23.0
303.1642349999747,22.5
606.9871650000568,22.0
606.4281249999767,21.5
606.650896999985,26.5
303.32566800003406,27.0
303.12019200000213,24.0
304.0498269999516,23.0
303.4601740000071,22.5
303.18648199999006,22.0
909.6417420000071,21.5
1820.6976860000286,21.0
303.21853800001554,23.5
303.3982009999454,29.5
303.58727400004864,26.0
302.82014699996216,24.0
303.1766400000197,23.0
303.1566340000136,22.5
1516.614281999995,23.0
2729.880491000018,23.5
4852.926330999995,23.0
909.4596319999546,22.5
2728.9425080000074,22.0
3639.8738630000153,21.5
5763.252670000016,21.0
4851.845183999976,21.5
910.4833130000043,22.0
1516.227882999985,22.5
909.7475689999992,22.0
606.7388769999961,22.5
3336.560554000025,23.0
606.1578909999807,22.5
303.20329199999105,23.0
2124.5525130000315,22.5
909.8897780000116,22.0
303.60379899997497,21.5
909.7231129999855,21.0
1213.5741740000085,20.5
2122.776263000036,20.0
2426.3079229999566,19.5
3943.3889160000253,19.0
3943.210235000006,18.5
3943.504434000002,18.0
4246.203502999968,17.5
2123.048846999998,24.0
303.5316120000207,27.5
303.2444019999821,29.5
303.54024500004016,26.5
303.21846499998355,22.5
303.42163499997696,21.0
303.0683490000083,20.0
303.220587000018,19.5
910.6364719999838,19.0
303.2562279999838,20.5
303.80413600004977,26.5
303.3934029999655,29.5
303.2184600000037,31.0
303.6163960000267,32.0
303.1738839999889,26.5
303.6294679999701,23.5
303.1441600000253,22.5
303.3188509999891,21.5
303.12716799997725,21.0
606.8332640000153,20.5
606.6525799999945,26.0
303.6756830000086,25.5
303.0425919999834,22.5
303.34118800004944,21.5
303.11810199997853,21.0
303.57259300001897,20.5
909.4403549999697,20.0
910.0719880000106,20.5
303.4035220000078,26.5
303.11144000000786,23.5
303.3708179999958,21.5
303.68404899997404,21.0
303.0864949999959,20.5
606.4555980000296,20.0
303.3144849999808,21.5
303.4102820000262,27.5
303.2350549999974,30.5
303.34780799999135,32.0
303.24331099999836,33.5
303.31182900001295,32.5
303.2421369999647,27.0
303.2765510000172,24.5
303.19026800000574,23.5
303.15227999998024,23.0
606.7193899999838,22.5
606.4971000000369,22.0
909.9369009999791,21.5
2123.623074000003,21.0
1819.4310040000128,20.5
2123.8013159999973,20.0
3032.7173750000075,19.5
5155.925014999986,19.0
606.8136159999995,19.5
303.4078219999792,20.0
909.7903650000226,20.5
1819.889159000013,21.0
1819.464220999973,20.5
909.9276830000454,20.0
2426.153831999982,20.5
1516.6916840000194,21.0
910.208535999991,20.5
303.2282739999937,20.0
1214.72890799999,20.5
1819.5189900000114,21.0
2729.930382999999,21.5
3944.1325380000053,22.0
5762.96512399998,21.5
909.6855280000018,21.0
910.5093399999896,20.5
2123.932895999984,20.0
2123.67664900003,19.5
3335.8240089999745,19.0
3335.880105999997,18.5
3032.877057000005,18.0
3942.5601800000295,17.5
3639.8011989999795,22.5
303.15288200002396,21.5
303.48044199997094,19.5
303.58230200002436,18.5
303.1606519999914,18.0
606.4781599999988,17.5
303.094357999973,21.5
303.6794410000439,22.5
303.21471999998903,20.0
303.0510919999797,19.0
304.0746120000258,18.5
303.27677799999947,18.0
909.873843999987,18.5
303.5390689999913,24.5
303.1514080000343,21.0
303.331296999997,19.5
303.17560699995374,18.5
606.6598820000072,18.0
606.6320790000027,20.5
303.290633000026,26.5
303.2361779999919,29.0
303.30710899998667,30.5
303.1960480000125,31.5
303.2534180000075,32.5
303.55590699997265,33.0
303.21089600003324,30.5
302.98361599998316,25.5
303.2803159999894,23.5
303.29097800003365,22.5
303.540944999957,22.0
303.1469690000522,21.5
607.2470409999951,21.0
607.0341759999865,20.5
606.2988959999639,23.5
303.6280240000342,28.0
303.15892800001893,23.5
303.5847069999436,22.0
303.29254800005583,21.0
606.4506659999606,20.5
303.62234900001204,23.5
303.2718289999757,29.0
303.2911360000144,32.0
303.29142399999546,33.0
303.39948500000173,34.0
303.3606950000394,34.5
303.4977329999674,35.0
303.6390549999778,35.5
302.9127190000145,36.0
303.19732600002317,37.0
606.3522830000147,37.5
303.30790699995123,38.0
606.3125590000418,36.0
303.3538959999569,30.5
304.2178290000302,28.5
303.1779400000232,27.5
303.56576499994844,27.0
303.0422940000426,26.5
303.32239200000186,26.0
606.3274929999607,25.5
606.7165939999977,25.0
909.605018000002,24.5
1819.8540190000203,27.0
302.989905000024,27.5
303.20713799999794,26.0
303.1308839999838,25.0
303.50373799999943,24.5
909.6996199999703,24.0
1213.9252520000446,23.5
909.7657199999667,23.0
1213.8083620000398,22.5
1213.3822749999817,22.0
1819.8982470000046,21.5
2427.14871400001,21.0
303.3694259999902,25.5
303.6675669999677,30.5
303.25011600001017,32.5
302.9117490000208,34.0
303.2780710000079,35.0
303.14986499998486,35.5
303.3236189999734,36.0
303.2743619999965,35.0
303.2042080000392,29.5
303.17970599996625,27.0
303.30471400002716,26.0
303.1197289999691,25.5
303.2817320000031,25.0
606.4437390000094,24.5
606.6328489999869,24.0
909.6795450000209,23.5
1214.1509569999762,23.0
910.5664630000247,24.0
303.33224100002553,26.0
303.2927309999941,24.0
303.07309499999974,23.5
303.1393950000056,23.0
303.5041009999695,29.0
303.46059299999615,26.5
303.24841699999524,25.0
303.276491000026,24.0
303.21948899998097,23.5
4549.168361000018,23.0
909.9953209999949,23.5
606.6042870000238,23.0
303.2736399999703,23.5
1516.0870429999777,24.0
2425.9015850000433,23.5
303.1845500000054,23.0
606.3776760000037,22.5
606.4734409999801,22.0
1213.020262999984,21.5
1516.2950249999994,21.0
2123.044784000027,20.5
3639.3700869999593,20.0
3336.6777860000147,19.5
4246.840029999963,19.0
3942.6703210000414,18.5
4245.935018999968,18.0
4852.448921000003,17.5
2124.2902030000696,23.0
303.43061699997634,27.5
303.32188199996017,29.5
303.3112100000726,24.0
303.2842889999738,21.5
303.53759999992326,20.5
303.4010910000652,19.5
910.1593570000259,19.0
909.5997189999325,24.0
303.1850470000645,28.5
303.2481820000103,30.5
303.2819240000099,32.0
303.5153589999536,32.5
302.96335700002965,33.5
303.30338099994697,28.5
303.4026190000586,25.0
303.72787099995185,23.5
303.18656199995894,23.0
303.1489170000423,22.5
303.3147030000109,22.0
606.6704750000499,21.5
303.3313649999909,27.0
303.34586599993054,31.0
303.7246199999936,32.5
303.09315900004003,34.0
303.542368000024,34.5
302.9064419999486,35.5
303.30572900001425,36.0
303.1619789999677,36.5
304.27017300005537,37.0
606.7687290000031,37.5
303.69558900000993,38.0
303.5149499999825,38.5
303.13745099992957,36.0
303.7955330000259,31.0
302.8742740000598,29.0
303.20228299999144,28.0
303.08738599997014,27.0
303.42972799995914,26.5
303.2822739999974,26.0
606.7253890000284,25.5
606.4781610000646,25.0
303.7131039999658,24.5
910.2373000000371,24.0
910.2813559999922,23.5
606.7886729999445,23.0
303.49980200000573,28.5
303.8770380000351,28.0
303.3083959999494,25.5
302.9564370000735,24.0
304.12235899991356,28.5
303.1343450000277,26.5
303.71719100000337,25.0
302.82812299998477,24.0
303.30555799999274,23.5
606.6502210000763,28.0
303.77098899998236,26.0
303.420749999932,24.5
302.9175840000389,29.0
303.09121700003743,27.0
303.51143299997784,25.0
303.6998130000429,24.0
303.07358499988914,23.5
910.6030950000277,23.0
909.8022520000814,22.5
1516.6550899998983,22.0
1819.766658000066,21.5
2123.3552330000093,21.0
2425.734579999931,20.5
3033.2399760000408,20.0
3033.2579840000253,19.5
3943.7451110000256,25.0
303.247437999933,29.0
303.2112350000534,31.0
303.3962939999765,32.5
303.37283200002275,33.5
303.84212199994363,34.5
303.06349600001704,35.5
303.34063300001435,30.0
303.18774900003336,26.5
303.27779299998656,25.5
303.2076859999215,24.5
303.2731919999933,24.0
607.589743000106,23.5
606.9798009999795,23.0
303.1005619999487,25.0
303.3595699999714,30.0
303.144970000023,26.0
303.3016500000376,27.5
303.34220399998594,29.5
303.5307150000008,26.0
303.1182979999576,24.5
303.592667000019,29.5
303.5239630000433,29.0
303.3268659999594,25.5
303.2027030000463,24.5
303.20334499992896,24.0
303.28611500002444,23.5
606.4256489999825,23.0
1212.9396260000067,22.5
1212.79996199999,22.0
1213.064944999991,21.5
2123.6040890000295,21.0
2426.3714540000074,20.5
3640.8653230000054,20.0
3032.353574000066,19.5
3942.8565189999063,19.0
3942.8402210000204,18.5
4245.709722000058,18.0
5155.706495999941,17.5
1516.4886180000613,23.0
303.5718019999331,23.5
303.18905300006736,20.5
303.4961749999784,19.5
302.93092299997807,18.5
909.9300240000011,18.0
2729.7225930000423,22.0
303.3201719999779,27.0
303.5075749999378,29.5
303.70600500004366,30.5
303.44950400001835,32.0
302.9888740000315,32.5
303.21588499995414,29.5
303.7595000000438,25.0
303.5150249999715,23.0
302.9943280000007,22.0
303.6013939999975,21.5
606.688433000003,21.0
606.8759980000323,20.5
910.4286869999487,23.0
303.6722440000158,25.0
303.16710099997,22.0
303.30216500000097,21.0
303.13415800000075,20.5
303.33742300001904,23.0
303.7872170000337,28.5
303.18422099994496,25.5
303.2560560000129,23.0
303.3161019999534,21.5
303.13922100001946,21.0
607.321426999988,20.5
606.3452380000381,24.0
303.24781099997927,29.0
303.48938000004273,31.5
303.2083159999456,33.0
303.2166610000422,34.0
606.5073730000295,34.5
303.30898999993224,35.0
303.1166300000623,35.5
303.39340699999593,36.0
303.2485929999966,36.5
606.6572269999888,37.0
303.3082289999584,37.5
303.2329880000325,38.0
303.1160829999717,36.0
303.42348700005095,31.0
303.2229229999939,29.5
303.2216110000154,28.5
303.23823399993125,28.0
303.12747800000943,27.0
303.26802900002804,26.5
606.890017000027,26.0
606.4330579999369,25.5
606.390458000009,25.0
909.9629740000237,24.5
910.0463669999735,24.0
1213.2196789999725,23.5
1213.0379080000566,23.0
1516.6823439999716,22.5
1819.6908469999908,22.0
2122.8886880000355,21.5
3335.585963999969,21.0
1819.9134130000602,24.5
303.3345069999341,29.5
303.400467999978,32.0
303.3473210000666,33.5
303.0832620000001,34.5
303.22401799994987,35.0
303.50536200008355,36.0
303.2250599999679,30.0
303.35449399997015,27.0
303.27181100007147,26.0
303.4992199999979,25.0
606.2919619999593,24.5
606.7802069999743,24.0
606.5189829999581,23.5
1213.2391910000006,23.0
909.3789100000868,22.5
1213.2354310000082,26.0
303.1947289999807,25.5
303.47368299996015,24.0
303.083682000055,23.0
303.17577600001823,22.5
303.32867699989583,27.5
303.19988299999386,27.0
303.50457700004335,24.5
303.3935010000132,23.5
303.4910029999446,23.0
606.3117199999979,22.5
606.3705790000968,27.5
303.47890899993945,30.0
303.19401900004596,25.5
303.1926680000033,24.0
304.607699999935,23.5
302.7668350000167,23.0
606.502977999975,22.5
1213.543830000097,22.0
1213.0291319999378,21.5
1819.811187000014,22.0
606.6268070000224,22.5
606.5105119999498,22.0
303.2478269999847,21.5
1212.945436000009,21.0
1819.5177980000153,20.5
3032.802450999967,20.0
3335.6622860000934,19.5
3943.065491999965,19.0
4246.13768699998,18.5
5763.0371149999555,18.0
5762.105898000067,17.5
1819.688352999976,23.0
303.17348700005095,27.5
303.18036599992774,24.0
303.71684900007676,21.0
303.13593799993396,20.0
302.9470150000416,19.5
303.606351000024,19.0
606.5183259999612,18.5
1819.7532409999985,18.0
2729.2324090000475,19.5
303.30452999996487,25.5
303.10940099996515,22.0
303.78368600003887,20.0
303.2398820000235,19.0
607.5945760000031,18.5
909.5866699999897,18.0
2123.773541999981,23.5
303.07972299994435,27.0
303.0737519999966,22.5
303.33815800002776,20.5
303.16251599998213,19.5
303.2683240000624,24.0
303.57019699993543,28.5
303.45684100000653,30.5
303.2160910000093,31.5
303.28092799999285,32.5
303.17539300001226,33.0
303.2361759999767,34.0
303.3197040000232,34.5
303.2201379999751,35.0
303.26900100009516,35.5
303.3642769999569,36.0
606.8077760000015,36.5
303.4180499999784,37.0
303.29222299996763,37.5
606.4813210000284,38.0
303.278151000035,38.5
606.3082510000095,32.5
303.2714719999349,29.5
303.3536079999758,28.5
303.77507000009064,27.5
302.9612920000218,27.0
303.2046159999445,26.5
303.2935150000267,26.0
303.6533000000054,25.5
606.7392259999178,25.0
606.9567050000187,24.5
909.5566150000086,24.0
303.5647980000358,28.0
303.1695840000175,27.0
303.3647789999377,25.0
607.0505960000446,30.0
303.1638119999552,27.0
303.5786879999796,25.0
303.49516200006474,24.5
303.05134899995755,24.0
303.0400940000545,24.5
303.75503599992953,30.0
303.1273110000184,31.5
303.2718009999953,27.0
303.2001680000685,25.5
303.0747979999287,24.5
303.1769690000219,24.0
606.8503930000588,28.5
303.1776659999741,27.5
303.2031600000337,25.5
303.95591699995566,24.5
303.3838489999762,24.0
303.2803070000373,23.5
606.690806999919,26.0
303.2832290000515,31.0
303.5778589999536,29.0
303.0990420000162,26.0
303.0811720000347,25.0
303.32755899999756,24.0
909.6690520000411,24.5
303.3032289999537,30.5
303.33282799995504,33.0
303.46857400005683,28.0
303.1957489999477,26.5
303.5772640000796,26.0
303.1210059999721,25.5
303.2278800000204,25.0
303.30675999994855,24.5
1213.0850319999736,25.0
910.1635220000753,24.5
303.16748299996834,24.0
606.8195080000442,23.5
302.8736860000063,28.0
303.4140340000158,32.0
303.2051109999884,28.0
303.2634409999009,25.5
303.393175000092,24.5
302.8522609999636,24.0
606.7207570000319,23.5
909.9690649999538,24.5
303.70837000000756,29.5
303.00994400004856,26.5
303.10990399995353,24.5
303.7058770000003,24.0
302.88389699999243,23.5
606.692378000007,23.0
909.7740810000105,25.5
303.3081869999878,31.0
303.1964239999652,27.0
303.09621400001924,25.0
303.38155400007963,24.0
303.4032789999619,23.5
606.391379000037,23.0
303.592132999911,25.5
303.22506199998315,27.5
303.28195800003596,25.0
304.6638919999823,24.0
302.9615680000279,23.5
303.2275480000535,23.0
606.6971889999695,22.5
303.19983399997,25.5
303.5637839999981,30.5
302.77175099996384,27.0
303.24865600001067,24.5
303.3182430000743,24.0
303.1070389999077,23.5
303.17914800008293,23.0
606.6041749999858,26.5
303.53258899995126,28.5
303.1505330000073,25.0
303.3238129999954,24.0
303.11531600006856,23.5
303.25381999998353,23.0
606.538898000028,22.5
303.28980799997225,28.0
303.5797849999508,30.0
303.16909800004214,26.0
303.21157799998764,24.0
303.1254389999667,23.5
303.3075110000791,23.0
303.1904589999467,24.0
303.5684060000349,29.5
303.30895999993663,28.5
303.25918500008993,25.5
303.66214599995874,24.0
302.93004799995106,23.5
606.4001070000231,23.0
606.7529710000381,24.0
303.5829420000082,29.5
303.7242129999213,28.0
303.6140510000987,25.0
303.16603199997917,24.0
303.6465539999772,23.5
303.21863400004804,23.0
606.5242619999917,22.5
1213.078032999998,22.0
1517.140037999954,21.5
1516.3528429999715,21.0
606.5184230000013,22.0
303.36773399997037,28.0
303.2774700000882,25.0
303.3160359999165,23.0
303.4024540000828,22.0
303.1661440000171,21.5
606.7474259999581,27.5
303.6052299999865,28.0
303.5126820000587,24.5
303.48182200000156,23.0
302.96035499998834,22.5
303.12680399999954,22.0
303.2775579999434,22.5
303.41414600005373,28.0
303.7013239999069,31.0
303.41425700008404,26.0
303.3668919999618,24.0
303.55740499997046,23.0
303.10388599999715,22.5
303.20013500005007,22.0
910.0122749999864,23.5
303.04385300003923,29.0
303.54417399992235,26.5
303.2503690000158,24.0
303.45968800003175,23.0
303.2204840000486,22.5
303.2459079999244,24.0
303.6540169999935,29.0
303.4211790000554,31.5
303.4582709999522,26.5
303.4129879999673,24.5
303.2779580000788,23.5
303.331548999995,23.0
303.1674280000152,22.5
606.5639909999445,22.0
606.586735000019,25.0
304.2678340000566,30.0
303.16480199992657,27.0
303.45160799997393,24.5
303.3850110000931,23.5
303.4206830000039,22.5
606.6896209999686,23.5
303.3299940000288,29.0
303.3582479999168,27.0
303.28671000001486,24.5
303.69063199998345,23.0
302.9500770000741,22.5
606.6199439999182,22.0
303.5805990000954,25.0
303.19746599998325,30.0
303.67547399993055,31.5
303.04999900003895,26.5
303.7352340000216,24.5
304.2266730000265,23.5
302.9525699999649,23.0
303.33941000001505,22.5
910.0587379999924,28.0
303.2919669999974,26.0
303.3541559999576,23.5
303.3001510000322,23.0
303.274298000033,22.5
606.5831349999644,24.0
303.7953180000186,29.5
303.02451699995436,30.0
303.33849200000986,25.5
303.19555299996864,24.0
303.33659299998544,23.0
303.5794310000492,22.5
607.0888689999701,23.5
303.4969610000262,29.0
303.3097579999594,26.5
303.22086600004695,24.0
303.22340300004,23.0
303.2172530000098,22.5
606.412360999966,22.0
303.326970999944,26.0
303.3713530000532,30.5
303.2212399999844,31.0
303.1978530000197,26.0
303.99604599992745,24.5
303.3887810000451,23.5
303.18791700003203,23.0
303.30933099996764,22.5
909.7351809999673,24.5
303.31338599999435,28.5
303.2148080000188,25.0
303.27629499998875,23.5
303.3267750000814,22.5
606.4101379999192,22.0
303.28087500005495,26.0
303.2825769999763,30.0
303.1842989999568,26.0
303.2879410000751,24.0
303.2390090000117,23.0
303.20354399993084,22.5
909.9557229999918,22.0
303.22036100004334,26.5
606.6612909999676,24.0
303.4985640000086,23.0
303.4674070000183,22.5
606.6998880000319,22.0
606.6884069999214,24.5
303.3796020000009,30.0
303.1721550000366,27.5
303.5627450000029,24.5
303.16856400005054,23.5
303.77244199998677,23.0
304.2101829999592,22.5
606.5208219999913,22.0
606.9414340000367,24.0
303.2574620000087,29.0
303.2247549999738,25.5
303.3964589999523,23.5
303.3331710000057,23.0
303.46753000002354,22.5
302.9466520000715,22.0
910.6943159999792,23.5
303.31466099992394,29.0
303.1972780000651,30.0
303.2076019999804,25.5
303.35198000003584,24.0
303.1822740000207,23.0
606.4850709999446,22.5
606.5804060000228,22.0
606.621904999949,26.0
303.71321800001897,31.0
304.061921000015,33.0
606.4469350000145,27.5
303.32065899996087,25.5
303.30795200006105,24.5
303.19133599998895,24.0
303.30292799999006,23.5
3943.214977000025,23.0
606.4497669999255,22.5
1213.1985659999773,22.0
1213.0840600000229,22.5
910.388197000022,23.0
1212.9853819999844,23.5
1516.1840579999844,24.0
5761.296272000065,23.5
909.659633000032,24.0
303.217282999889,23.5
606.555311000091,23.0
606.3232309999876,22.5
303.2569819999626,22.0
910.1076540000504,21.5
910.3449600000167,21.0
1516.1294829999097,20.5
606.8395230000606,26.5
303.29640300001483,30.5
303.30900599993765,32.5
303.5576090000104,34.0
303.13132799998857,29.0
303.3588790000649,25.5
303.22391900001094,24.5
303.1744619999081,23.5
606.5546450000256,23.0
910.2042270000093,28.5
303.11809500004165,25.5
303.7380579999881,26.0
303.2949859999353,31.0
303.08417699998245,27.0
303.59587300010026,25.0
303.7316479999572,29.0
303.2350879999576,30.5
303.51470800000243,26.5
303.1263650000328,25.0
303.2578190000495,24.0
303.21232099994086,23.5
303.340400999994,27.5
303.1913679999998,32.0
303.23911600001156,31.0
303.2938710000599,27.0
303.1835699999938,25.5
303.10250099992845,24.5
303.47922600002494,24.0
606.4938100000145,23.5
909.8849959999789,26.0
303.3317790000001,29.0
303.2614870000398,25.5
303.58426599996164,24.5
302.8908770000562,24.0
303.4926019998966,23.5
303.3710340000689,23.0
606.5230679999804,26.5
303.22348100005183,27.0
303.618938999949,24.5
303.6177150000585,24.0
303.1539969999576,25.5
303.3797969999723,30.5
302.8656379999593,33.0
303.5536350000184,28.0
303.2029530000873,25.5
303.4985030000098,24.5
303.4874289999716,24.0
606.1808389999205,23.5
606.593501000083,24.0
303.9361429999117,29.5
303.4131660000421,30.5
302.8898780000163,26.5
303.69344900001306,25.0
302.94249899999704,24.5
303.6310929999454,24.0
303.640863000066,26.5
303.04263799998444,31.0
303.08395300002303,27.0
303.78103999991436,25.0
302.7441280001076,24.5
303.31210999994073,24.0
303.1484610000625,23.5
303.2923999999184,26.5
303.2218320000684,31.5
303.2057429999113,33.5
303.389438000042,28.0
303.1946300000418,26.0
303.19090499996673,25.0
303.4041389999911,24.5
303.48635000002105,24.0
606.7209589999402,25.0
303.7218920000596,30.5
302.89434899995103,27.0
303.31455500004813,25.0
303.47556499997154,24.5
302.99441499996465,24.0
303.07632800005376,23.5
303.56784100004006,26.5
303.00327300000936,31.0
303.20716799993534,30.5
303.2957249999745,26.5
303.6236350000836,25.5
302.9784989999607,24.5
303.5803249999881,24.0
606.9422310000518,26.0
303.00862599990796,31.0
303.2834830000065,28.5
303.2243660000386,26.0
303.35118700005114,25.0
303.5036909999326,24.5
302.9993190000532,24.0
606.7211229999084,25.0
303.66675800003577,30.5
303.7452950000297,33.5
303.2450129999779,30.0
303.29595199995674,27.0
303.34915000002366,25.5
303.31419399997685,25.0
303.076109000016,24.5
607.0671970000258,24.0
606.2934520000126,28.0
303.45060999994166,29.5
303.2590280000586,26.5
303.1855659999419,25.0
303.12588500010315,24.5
303.26984799990896,24.0
606.517977999989,23.5
606.6401930000866,25.0
303.8923439999344,30.0
302.960802000016,33.0
303.56159200007096,28.5
303.08893699990585,26.0
303.84416700003203,25.0
302.60470000002533,24.5
606.5550619999412,24.0
606.3997870000312,23.5
606.5668270000024,26.5
303.3284449999919,25.5
303.36443299998064,24.5
304.1642460000003,23.5
910.0645950000035,23.0
1213.487274000072,22.5
1819.660160999978,22.0
1819.3267569999443,21.5
2426.1091480000177,21.0
1212.9346790000563,25.0
303.3284729999723,30.0
304.1046840000199,32.0
303.28863600001205,28.0
303.2173779999139,25.0
303.21910200000275,23.5
303.0910520000616,23.0
303.37768599996343,22.5
909.7949779999908,22.0
1213.296045999974,21.5
606.4511480000801,22.5
303.44450999994297,28.5
303.25926800002344,32.0
303.2086989999516,33.5
606.4207720000995,28.0
303.5544799999334,25.5
302.75140399998054,24.5
303.19341800000984,24.0
1213.2866190000204,23.5
910.4005500000203,23.0
1517.1708749999525,22.5
606.5482750000665,28.0
303.79908799997065,25.5
303.5052839999553,24.0
303.5293240000028,27.0
606.5459540000884,24.5
303.1182789999293,26.0
303.1927099999739,28.0
303.1837200000882,25.0
303.1736609999789,24.0
303.27581999998074,23.5
303.19845799996983,28.5
303.1012280000141,26.5
303.19481999997515,24.5
303.5995160000166,24.0
303.1611559999874,23.5
606.6093090000795,28.5
303.3396609999472,28.0
303.1512329999823,25.5
303.11503300000913,24.5
303.2514460000675,24.0
303.4057770000072,23.5
910.7732519999845,25.0
303.18297600001097,31.0
303.13920499989763,28.5
303.3507600000594,26.0
303.176885999972,24.5
303.27762299997266,24.0
606.401806000038,23.5
606.588252000045,27.0
303.19474599999376,29.5
303.164301999961,26.0
303.368123000022,24.5
303.05470500001684,24.0
606.4868909999495,23.5
2123.871144999983,24.0
1819.0825490000425,23.5
909.7189569999464,29.5
303.67855800001416,33.0
303.38417400000617,31.5
302.9573429999873,27.0
303.23253899998963,25.5
303.17615400010254,25.0
303.5256169999484,24.5
303.4434139999794,24.0
910.0389050000813,23.5
1516.5618809999432,23.0
1517.2677589999512,22.5
2425.924405000056,22.0
2729.6949620000087,21.5
4852.648487000028,21.0
4853.761602999992,20.5
3640.2296019999776,20.0
5155.711753999931,19.5
5762.8488990000915,19.0
6066.213904000004,18.5
3032.824304000009,19.5
303.7243920000037,25.5
302.88275799993426,24.0
