USER_ID#49969471
4-7-2020,17-36-24.666999999999973,T3,22.2169,
4-7-2020,17-37-34.29900000000001,T2,19.3546,
4-7-2020,17-37-40.358067000000005,D2,1.0,
4-7-2020,17-37-59.206067000000004,T10,25.5118,
4-7-2020,17-38-0.35237000000000007,M8,0.0,
4-7-2020,17-38-0.4124420000000001,M7,0.0,
4-7-2020,17-38-1.501322,M6,0.0,
4-7-2020,17-38-3.2957520000000002,M2,0.0,
4-7-2020,17-40-13.447000000000003,T10,20.6477,
4-7-2020,17-48-0.8079999999999927,T8,22.6749,
4-7-2020,17-48-1.7408189999999926,M10,0.0,
4-7-2020,17-49-25.601,T10,22.7523,
4-7-2020,17-53-49.12099999999998,T6,22.6622,
4-7-2020,17-53-50.731279999999984,T2,24.6517,
4-7-2020,18-13-4.130000000000109,T6,20.9451,
4-7-2020,18-13-5.089144000000109,T2,28.1201,
4-7-2020,18-13-35.58074400000011,T1,24.6447,
4-7-2020,18-13-37.38926400000011,M3,0.0,
4-7-2020,18-17-59.879999999999995,T9,25.5278,
4-7-2020,18-17-60.25908199999999,M2,0.0,
4-7-2020,18-18-3.2790100000000004,M5,0.0,
4-7-2020,18-18-32.92011,T7,25.8955,
4-7-2020,18-18-34.857112,D2,1.0,
4-7-2020,18-24-53.77999999999997,T3,22.8642,
4-7-2020,18-25-6.7742,M3,0.0,
4-7-2020,18-32-48.82499999999999,T4,20.1733,
4-7-2020,18-34-45.15199999999999,T7,25.4867,
4-7-2020,18-34-46.469399999999986,M5,1.0,
4-7-2020,18-39-1.274000000000001,T9,19.6683,
4-7-2020,18-52-14.687999999999988,T4,22.3795,
4-7-2020,18-52-16.034579999999988,M4,1.0,
4-7-2020,18-55-19.336000000000013,T8,21.741,
4-7-2020,19-6-34.375999999999976,T5,26.3226,
4-7-2020,19-6-37.75762999999998,M10,1.0,
4-7-2020,19-6-37.783693999999976,M8,0.0,
4-7-2020,19-6-39.41805399999998,M9,1.0,
4-7-2020,19-6-39.802012999999974,M2,1.0,
4-7-2020,19-6-58.91601299999998,T10,29.4093,
4-7-2020,19-18-25.211000000000013,T3,23.418,
4-7-2020,19-35-11.789999999999964,T4,19.3145,
4-7-2020,19-35-24.983325999999963,D1,0.0,
4-7-2020,19-35-28.77108299999996,D1,1.0,
4-7-2020,19-35-35.895054999999964,D2,1.0,
4-7-2020,19-35-38.26973499999996,M4,0.0,
4-7-2020,19-35-41.990264999999965,M5,0.0,
4-7-2020,19-39-50.20500000000004,T5,23.1456,
4-7-2020,19-39-54.296075000000044,D2,1.0,
4-7-2020,19-59-35.549999999999955,T5,21.1869,
4-7-2020,19-59-35.99920899999996,M3,1.0,
4-7-2020,19-59-36.65434999999996,M1,1.0,
4-7-2020,19-59-48.442549999999954,T2,22.3153,
4-7-2020,19-59-50.93561999999996,M3,1.0,
4-7-2020,19-59-52.30502999999996,M6,0.0,
4-7-2020,19-59-52.68399399999996,M3,1.0,
4-7-2020,20-12-4.587999999999965,M10,1.0,
4-7-2020,20-12-4.644613999999965,M8,1.0,
4-7-2020,20-25-12.322999999999979,T5,22.4787,
4-7-2020,20-25-43.627699999999976,T2,28.0009,
4-7-2020,20-25-44.003555999999975,M9,1.0,
4-7-2020,20-25-45.34772599999997,M6,0.0,
4-7-2020,20-40-41.94100000000003,T5,24.8507,
4-7-2020,20-40-49.75129000000003,T6,25.5687,
4-7-2020,20-40-54.54914700000003,D2,0.0,
4-7-2020,20-40-55.013877000000036,M5,0.0,
4-7-2020,20-40-56.87339700000004,M8,1.0,
4-7-2020,20-40-59.54224700000004,M9,0.0,
4-7-2020,20-41-15.432099999999998,M6,1.0,
4-7-2020,21-7-22.680000000000064,T9,25.4174,
4-7-2020,21-7-23.981300000000065,T4,24.4236,
4-7-2020,21-7-24.356904000000064,M6,0.0,
4-7-2020,21-19-18.855999999999995,T10,24.0032,
4-7-2020,21-19-22.102349999999994,M3,0.0,
4-7-2020,21-19-23.668849999999996,M1,1.0,
4-7-2020,21-39-32.48000000000002,T10,23.7335,
4-7-2020,21-44-35.514999999999986,M10,1.0,
4-7-2020,21-44-42.94542999999999,M7,0.0,
4-7-2020,21-44-45.00470999999999,M2,0.0,
4-7-2020,21-44-48.121799999999986,M10,1.0,
4-7-2020,21-48-29.513000000000005,T3,21.7636,
4-7-2020,21-48-29.891878000000005,M8,1.0,
4-7-2020,21-48-40.838078,M3,1.0,
4-7-2020,21-48-40.867681000000005,M4,0.0,
4-7-2020,22-1-41.70600000000002,T6,23.3992,
4-7-2020,22-1-42.010362000000015,T2,29.1936,
4-7-2020,22-1-43.80911800000001,D2,0.0,
4-7-2020,22-1-44.758443000000014,M6,0.0,
4-7-2020,22-1-47.01918300000001,M2,0.0,
4-7-2020,22-1-51.29123300000001,M1,1.0,
4-7-2020,22-1-52.807623000000014,M9,0.0,
4-7-2020,22-1-53.426259000000016,M2,1.0,
4-7-2020,22-1-54.017662000000016,M4,1.0,
4-7-2020,22-1-55.98158200000002,T7,27.0692,
4-7-2020,22-1-56.50934500000002,T8,24.137,
4-7-2020,22-2-0.09257000000000026,T4,26.5131,
4-7-2020,22-2-1.1767100000000004,M9,0.0,
4-7-2020,22-2-17.343024,D1,1.0,
4-7-2020,22-2-17.739315,M4,1.0,
4-7-2020,22-10-56.60400000000004,T5,22.9366,
4-7-2020,22-11-53.087500000000006,T6,25.8375,
4-7-2020,22-11-56.5264,M3,0.0,
4-7-2020,22-12-0.5867300000000002,T6,22.4716,
4-7-2020,22-16-12.380999999999972,T3,25.5066,
4-7-2020,22-16-14.509269999999972,M6,0.0,
4-7-2020,22-16-14.535277999999971,M1,1.0,
4-7-2020,23-35-45.75,M3,1.0,
4-7-2020,23-35-45.775645,M1,0.0,
4-7-2020,23-35-47.195695,M7,1.0,
4-7-2020,23-51-15.63900000000001,T8,26.5837,
4-7-2020,23-51-17.74093000000001,M3,1.0,
4-7-2020,23-57-51.32900000000001,T9,23.6609,
4-7-2020,23-58-11.2741,T2,23.0265,
5-7-2020,0-3-7.213000000000022,T3,20.3153,
5-7-2020,0-3-11.386576000000023,D1,1.0,
5-7-2020,0-3-11.412981000000023,M1,1.0,
5-7-2020,0-3-17.801491000000023,M3,0.0,
5-7-2020,0-45-48.61999999999989,T2,23.6657,
5-7-2020,0-45-49.02014899999989,M4,1.0,
5-7-2020,1-5-39.700000000000045,T4,22.5869,
5-7-2020,1-5-42.30970000000005,M6,1.0,
5-7-2020,1-5-54.66810000000005,M4,1.0,
5-7-2020,1-7-25.023899999999998,T6,23.3441,
5-7-2020,1-7-36.455799999999996,T10,25.9587,
5-7-2020,1-7-36.837011,M5,0.0,
5-7-2020,1-7-36.863485999999995,M3,1.0,
5-7-2020,1-7-37.356137999999994,M8,1.0,
5-7-2020,1-7-38.43803799999999,M9,0.0,
5-7-2020,1-7-40.91860799999999,T7,29.0294,
5-7-2020,1-7-42.48877799999999,M3,0.0,
5-7-2020,1-7-46.04306499999999,D2,0.0,
5-7-2020,1-7-47.13855499999999,M3,0.0,
5-7-2020,1-7-51.17595499999999,M3,0.0,
5-7-2020,1-35-43.22000000000003,T2,22.7754,
5-7-2020,1-35-45.134210000000024,T7,23.295,
5-7-2020,1-35-46.085385000000024,M10,0.0,
5-7-2020,1-35-47.408325000000026,M1,0.0,
5-7-2020,1-35-47.434788000000026,M1,0.0,
5-7-2020,1-35-53.60307400000003,D2,0.0,
5-7-2020,1-35-53.97763700000003,M9,0.0,
5-7-2020,1-47-13.778999999999996,T6,28.8928,
5-7-2020,1-47-15.107959999999995,M2,0.0,
5-7-2020,1-53-22.15300000000002,T3,24.926,
5-7-2020,2-3-8.29200000000003,T3,21.0695,
5-7-2020,2-4-0.8079999999999998,T6,27.2896,
5-7-2020,2-4-8.940162,D1,0.0,
5-7-2020,2-4-10.135112000000001,M3,1.0,
5-7-2020,2-4-27.950711999999996,T1,27.7837,
5-7-2020,2-5-10.8076,T2,22.9712,
5-7-2020,2-15-24.052999999999997,M10,1.0,
5-7-2020,2-21-57.497000000000014,T6,25.6659,
5-7-2020,2-22-4.096,M7,1.0,
5-7-2020,2-22-8.6088,D2,1.0,
5-7-2020,3-5-33.82999999999993,T6,20.4642,
5-7-2020,3-5-37.53695699999993,D1,0.0,
5-7-2020,3-5-38.15949899999993,M6,1.0,
5-7-2020,3-6-55.30369999999999,M9,1.0,
5-7-2020,3-7-3.9823889999999995,D2,0.0,
5-7-2020,3-7-5.412158999999999,M9,1.0,
5-7-2020,3-7-9.653331999999999,D1,0.0,
5-7-2020,3-19-8.874000000000024,T4,24.5315,
5-7-2020,3-19-12.110500000000023,M9,0.0,
5-7-2020,3-19-15.883300000000023,M10,0.0,
5-7-2020,3-19-18.92398000000002,M9,0.0,
5-7-2020,3-19-51.454601000000025,D1,1.0,
5-7-2020,3-26-57.589,T4,24.7968,
5-7-2020,3-26-58.211542,M2,1.0,
5-7-2020,3-26-59.765,D1,1.0,
5-7-2020,3-27-20.2528,T6,27.789,
5-7-2020,3-35-55.690000000000055,T8,23.8745,
5-7-2020,3-35-56.086890000000054,M10,0.0,
5-7-2020,3-35-58.45499900000005,D1,0.0,
5-7-2020,3-37-48.637,M10,1.0,
5-7-2020,3-37-50.055317,D1,1.0,
5-7-2020,3-37-54.325597,M7,1.0,
5-7-2020,3-38-0.4796899999999997,M3,0.0,
5-7-2020,3-53-54.724000000000046,T8,23.2311,
5-7-2020,3-53-57.28386000000005,M10,1.0,
5-7-2020,4-29-27.820000000000164,T10,23.535,
5-7-2020,4-29-44.52660700000017,D2,0.0,
5-7-2020,4-29-45.37871200000017,M1,1.0,
5-7-2020,4-48-30.00999999999999,T7,29.3204,
5-7-2020,4-48-30.86280699999999,M1,1.0,
5-7-2020,4-48-39.58430699999999,T2,28.575,
5-7-2020,4-48-39.96696499999999,M1,1.0,
5-7-2020,4-48-52.887664999999984,T10,22.1376,
5-7-2020,4-48-54.164374999999986,M2,1.0,
5-7-2020,4-50-59.22300000000001,T9,20.584,
5-7-2020,4-51-1.5391599999999999,M6,0.0,
5-7-2020,4-59-35.85000000000002,T5,20.0981,
5-7-2020,4-59-36.30333900000002,M8,0.0,
5-7-2020,5-5-51.15899999999999,T8,25.7561,
5-7-2020,5-5-51.802150999999995,M7,1.0,
5-7-2020,5-6-8.816099999999999,T2,28.3706,
5-7-2020,5-6-14.279629999999997,M7,1.0,
5-7-2020,5-6-25.365629999999996,T10,28.6226,
5-7-2020,5-6-26.395679999999995,M8,1.0,
5-7-2020,5-6-26.776867999999997,M2,1.0,
5-7-2020,5-6-32.091787999999994,T1,25.8025,
5-7-2020,5-6-32.952532999999995,M4,0.0,
5-7-2020,5-10-54.91399999999999,T9,22.1816,
5-7-2020,5-10-56.31883999999999,M3,0.0,
5-7-2020,5-10-58.205649999999984,M8,1.0,
5-7-2020,5-10-59.009894999999986,M10,1.0,
5-7-2020,5-11-1.8483230000000002,D1,0.0,
5-7-2020,5-11-31.574123,T10,21.9592,
5-7-2020,5-42-22.519999999999982,T3,21.9882,
5-7-2020,5-42-27.88959999999998,T6,26.1531,
5-7-2020,5-42-30.557569999999977,T6,26.6872,
5-7-2020,5-42-33.38954999999998,M3,0.0,
5-7-2020,5-42-33.415940999999975,M8,1.0,
5-7-2020,5-42-33.805639999999975,M9,0.0,
5-7-2020,5-42-34.422506999999975,M7,1.0,
5-7-2020,5-42-38.451406999999975,M1,0.0,
5-7-2020,5-42-39.45073899999998,M5,0.0,
5-7-2020,5-42-42.09418899999998,M6,1.0,
5-7-2020,5-47-19.27600000000001,T3,22.8481,
5-7-2020,5-54-8.108000000000004,T8,26.0453,
5-7-2020,5-57-10.479000000000013,T2,25.6487,
5-7-2020,5-57-10.859987000000013,M5,0.0,
5-7-2020,6-4-9.75,T9,23.9513,
5-7-2020,6-4-12.77502,M4,0.0,
5-7-2020,6-4-13.392014,M7,1.0,
5-7-2020,6-14-32.591999999999985,T4,23.3157,
5-7-2020,6-20-17.810000000000002,T3,23.5115,
5-7-2020,6-20-18.48852,T10,25.5863,
5-7-2020,6-27-45.75799999999998,T8,24.1846,
5-7-2020,6-27-46.87108999999998,M5,0.0,
5-7-2020,6-27-54.47011999999998,M1,1.0,
5-7-2020,6-27-55.323152999999984,M5,0.0,
5-7-2020,6-28-4.392082,D1,1.0,
5-7-2020,6-28-6.439332,M6,1.0,
5-7-2020,6-28-15.246462000000001,M4,1.0,
5-7-2020,6-31-16.562000000000012,T2,26.9373,
5-7-2020,6-31-18.694017000000013,D2,0.0,
5-7-2020,6-31-19.156487000000013,D1,1.0,
5-7-2020,6-31-52.892087000000004,M7,1.0,
5-7-2020,6-31-53.372825000000006,M2,0.0,
5-7-2020,6-42-50.75999999999999,T8,23.3936,
5-7-2020,7-4-25.75999999999999,T4,23.744,
5-7-2020,7-4-28.11795999999999,M5,1.0,
5-7-2020,7-6-12.867000000000004,T6,22.7851,
5-7-2020,7-6-13.247793000000005,M7,0.0,
5-7-2020,7-6-15.606831000000007,D2,0.0,
5-7-2020,7-6-18.768441000000006,M9,0.0,
5-7-2020,7-12-31.90100000000001,T8,25.1233,
5-7-2020,7-12-39.45377000000001,M7,1.0,
5-7-2020,7-12-40.316116000000015,M1,1.0,
5-7-2020,7-12-40.91426600000001,M9,0.0,
5-7-2020,7-12-42.47342600000001,M5,0.0,
5-7-2020,7-12-46.18591600000001,M2,0.0,
5-7-2020,7-12-47.03776000000001,M6,0.0,
5-7-2020,7-13-7.2164,T7,28.2651,
5-7-2020,7-24-14.985000000000014,T5,22.9178,
5-7-2020,7-24-17.426590000000015,M5,0.0,
5-7-2020,7-24-17.456072000000017,M4,0.0,
5-7-2020,7-51-19.779999999999973,T1,23.3515,
5-7-2020,7-56-13.494000000000028,T3,25.1162,
5-7-2020,7-56-14.188741000000029,M4,1.0,
5-7-2020,7-56-15.31829100000003,M4,0.0,
5-7-2020,7-56-16.39301100000003,M10,0.0,
5-7-2020,8-1-35.507000000000005,T3,26.3377,
5-7-2020,8-1-39.494910000000004,M1,0.0,
5-7-2020,8-3-9.9195,T7,23.199,
5-7-2020,8-3-15.492269999999998,M4,1.0,
5-7-2020,8-3-16.334327,M2,1.0,
5-7-2020,8-14-49.29600000000005,T4,25.0842,
5-7-2020,8-14-50.18687500000005,M3,1.0,
5-7-2020,8-14-57.839845000000054,T6,24.0061,
5-7-2020,8-15-1.743016,D1,1.0,
5-7-2020,8-15-24.674016,M10,1.0,
5-7-2020,8-15-25.963236000000002,M9,1.0,
5-7-2020,8-15-35.977237,D2,1.0,
5-7-2020,8-15-38.099347,M6,1.0,
5-7-2020,8-15-38.125734,M4,1.0,
5-7-2020,8-15-40.420784,M1,0.0,
5-7-2020,8-15-60.017483999999996,T7,19.3542,
5-7-2020,8-15-60.396626999999995,M4,0.0,
5-7-2020,8-30-58.673,T8,26.2434,
5-7-2020,8-39-26.49599999999998,T5,23.658,
5-7-2020,8-39-27.80605999999998,M10,1.0,
5-7-2020,8-39-40.938282999999984,D1,0.0,
5-7-2020,8-39-50.544702999999984,T10,25.8601,
5-7-2020,8-48-29.418999999999983,T8,24.0484,
5-7-2020,8-48-31.545839999999984,D2,0.0,
5-7-2020,8-56-55.82299999999998,T10,23.7294,
5-7-2020,8-57-2.8804610000000004,D1,0.0,
5-7-2020,9-19-31.09999999999991,T3,22.5675,
5-7-2020,9-30-56.57600000000002,T3,22.5316,
5-7-2020,9-43-10.783999999999992,T8,25.2951,
5-7-2020,9-43-16.047859999999993,M1,1.0,
5-7-2020,9-43-19.589569999999995,M2,0.0,
5-7-2020,9-43-40.60597,T10,19.008,
5-7-2020,9-48-12.550999999999988,T9,23.8358,
5-7-2020,9-48-24.537699999999987,T1,23.8648,
5-7-2020,9-48-25.394126999999987,M6,1.0,
5-7-2020,9-48-25.868143999999987,M2,0.0,
5-7-2020,10-2-44.287000000000035,T8,21.4684,
5-7-2020,10-3-2.6031750000000002,D2,0.0,
5-7-2020,10-3-10.587305,M5,1.0,
5-7-2020,10-3-11.889195,M10,0.0,
5-7-2020,10-7-49.553,M10,1.0,
5-7-2020,10-7-49.940942,D1,1.0,
5-7-2020,10-7-53.588561999999996,M9,0.0,
5-7-2020,10-7-55.949521999999995,M1,1.0,
5-7-2020,10-7-56.897980999999994,M9,0.0,
5-7-2020,10-15-52.79099999999994,T9,23.0517,
5-7-2020,10-16-28.738500000000002,T10,29.067,
5-7-2020,10-16-30.335900000000002,M4,0.0,
5-7-2020,10-25-42.20100000000002,T5,19.62,
5-7-2020,10-25-46.16404000000002,M2,0.0,
5-7-2020,10-31-18.471000000000004,T3,25.2838,
5-7-2020,10-31-19.087970000000002,M8,0.0,
5-7-2020,10-31-19.486347000000002,M5,1.0,
5-7-2020,10-31-22.645997,T7,24.2805,
5-7-2020,10-37-56.865999999999985,T3,26.2439,
5-7-2020,12-52-11.210000000000036,M3,1.0,
5-7-2020,12-52-12.297160000000037,M1,0.0,
5-7-2020,12-52-13.413520000000037,M8,1.0,
5-7-2020,12-52-13.801957000000037,M7,1.0,
5-7-2020,12-57-40.38499999999999,T4,24.3743,
5-7-2020,12-57-46.78451999999999,T2,27.5814,
5-7-2020,12-57-50.387319999999995,M2,1.0,
5-7-2020,13-1-6.38900000000001,T3,22.0194,
5-7-2020,13-1-17.99749700000001,D2,1.0,
5-7-2020,13-1-18.91922100000001,M8,1.0,
5-7-2020,13-1-20.232631000000012,T7,23.2018,
5-7-2020,13-1-21.46509100000001,M2,1.0,
5-7-2020,13-1-36.886491000000014,T7,26.8864,
5-7-2020,13-1-37.737515000000016,M1,0.0,
5-7-2020,13-13-3.437999999999988,T5,26.7124,
5-7-2020,13-22-27.263000000000034,T9,20.523,
5-7-2020,13-23-29.261899999999997,T7,25.4133,
5-7-2020,13-25-11.149000000000001,M10,1.0,
5-7-2020,13-25-13.502410000000001,M3,1.0,
5-7-2020,13-37-12.145999999999958,T6,25.7457,
5-7-2020,13-37-12.506421999999958,M8,0.0,
5-7-2020,13-37-20.837711999999957,T6,29.4237,
5-7-2020,13-40-58.60699999999997,T5,25.6714,
5-7-2020,13-41-7.223300000000002,T2,27.9447,
5-7-2020,13-41-7.619591000000002,M1,1.0,
5-7-2020,13-41-8.708921000000002,M6,0.0,
5-7-2020,14-10-13.960000000000036,T7,26.3327,
5-7-2020,14-10-14.340673000000036,M1,0.0,
5-7-2020,14-16-13.934000000000026,T8,20.2367,
5-7-2020,15-4-22.920000000000073,T7,20.9924,
5-7-2020,15-4-23.302399000000072,M2,0.0,
5-7-2020,15-4-25.323499000000073,M6,0.0,
5-7-2020,15-4-33.65616900000007,T7,20.1725,
5-7-2020,15-4-34.04090100000007,M5,0.0,
5-7-2020,15-4-34.65804800000007,M2,0.0,
5-7-2020,15-4-35.51218700000007,M8,0.0,
5-7-2020,15-4-45.04395700000007,T7,27.0152,
5-7-2020,15-13-39.928,T3,23.7334,
5-7-2020,15-20-7.314000000000021,T4,22.913,
5-7-2020,15-20-7.854418000000021,M6,0.0,
5-7-2020,15-20-8.94759800000002,M4,0.0,
5-7-2020,15-20-9.32774600000002,M4,0.0,
5-7-2020,15-20-25.165246000000018,M4,1.0,
5-7-2020,15-20-37.918846000000016,T6,28.558,
5-7-2020,15-20-38.27190700000001,M3,1.0,
5-7-2020,15-21-30.151399999999995,T1,26.6993,
5-7-2020,15-21-32.99495999999999,M2,1.0,
5-7-2020,15-21-37.03341999999999,M9,0.0,
5-7-2020,15-21-47.50861999999999,M3,0.0,
5-7-2020,15-43-37.88000000000011,T4,20.1494,
5-7-2020,15-43-45.32114700000011,D2,1.0,
5-7-2020,15-43-46.01522000000011,D2,1.0,
5-7-2020,15-43-48.61441000000011,M4,1.0,
5-7-2020,15-52-35.105999999999995,T5,22.9072,
5-7-2020,15-59-29.084000000000003,T5,26.2618,
5-7-2020,15-59-37.648450000000004,M5,1.0,
5-7-2020,15-59-43.678290000000004,T7,24.8025,
5-7-2020,15-59-47.98303000000001,T1,24.2548,
5-7-2020,15-59-50.344800000000006,M4,0.0,
5-7-2020,15-59-50.961592,M2,0.0,
5-7-2020,16-7-23.177999999999997,T9,23.393,
5-7-2020,16-7-24.502989999999997,M6,0.0,
5-7-2020,16-7-25.026154999999996,T10,26.2739,
5-7-2020,16-7-38.502154999999995,M5,1.0,
5-7-2020,16-7-42.695105,M2,1.0,
5-7-2020,16-15-35.17099999999999,T8,26.8463,
5-7-2020,16-15-43.834979999999995,T1,26.5641,
5-7-2020,16-32-28.639999999999873,T4,20.9827,
5-7-2020,16-32-28.66604699999987,M1,0.0,
5-7-2020,16-37-17.298999999999978,T9,25.8178,
5-7-2020,16-44-27.464,T4,20.5354,
5-7-2020,16-52-21.178999999999974,T4,22.6913,
5-7-2020,16-52-21.710323999999975,M2,0.0,
5-7-2020,16-52-22.893943999999976,M4,0.0,
5-7-2020,17-7-0.21100000000001273,T9,21.397,
5-7-2020,17-7-1.2981100000000128,M1,1.0,
5-7-2020,17-7-1.6732640000000127,M7,1.0,
5-7-2020,17-19-10.312999999999988,T3,22.6149,
5-7-2020,17-19-39.63749999999999,T7,19.962,
5-7-2020,17-19-46.99890999999999,M8,1.0,
5-7-2020,17-19-48.89091999999999,M3,1.0,
5-7-2020,17-19-50.776313999999985,D2,1.0,
5-7-2020,17-19-57.90056399999999,M5,0.0,
5-7-2020,17-20-0.07461999999999991,M5,1.0,
5-7-2020,17-20-1.2304199999999996,M4,1.0,
5-7-2020,17-20-3.2997499999999995,T10,27.8959,
5-7-2020,17-20-5.4221699999999995,M1,1.0,
5-7-2020,17-20-8.4323,T10,26.5901,
5-7-2020,17-21-47.841200000000015,T10,27.473,
5-7-2020,17-21-48.929600000000015,M5,0.0,
5-7-2020,17-21-51.59710000000001,M9,1.0,
5-7-2020,17-21-52.69181000000001,M4,1.0,
5-7-2020,17-28-19.355000000000018,T4,22.8201,
5-7-2020,17-31-0.21700000000001296,T6,25.0364,
5-7-2020,17-31-15.991500000000013,T7,23.4774,
5-7-2020,17-31-16.838298000000012,M9,0.0,
5-7-2020,17-31-22.548693000000014,D2,0.0,
5-7-2020,17-31-25.885443000000013,M3,0.0,
5-7-2020,17-31-26.738365000000012,D2,1.0,
5-7-2020,17-31-35.070005000000016,T7,20.4796,
5-7-2020,17-31-35.105823000000015,M1,1.0,
5-7-2020,17-31-35.50576500000002,M6,0.0,
5-7-2020,17-40-55.557000000000016,T6,26.7452,
5-7-2020,17-41-20.136200000000002,M1,1.0,
5-7-2020,17-55-58.89300000000003,T10,24.2762,
5-7-2020,18-0-6.037000000000006,T9,22.6474,
5-7-2020,18-0-14.236160000000005,T10,24.9334,
5-7-2020,18-34-39.820000000000164,T3,21.9557,
5-7-2020,18-34-42.61468000000016,M2,1.0,
5-7-2020,18-34-44.00942000000016,M8,0.0,
5-7-2020,18-34-44.62630600000016,M2,0.0,
5-7-2020,18-34-45.00326800000016,M4,0.0,
5-7-2020,18-34-45.02920500000016,M1,0.0,
5-7-2020,18-34-45.05929200000016,M1,1.0,
5-7-2020,18-34-53.439782000000164,T2,25.8797,
5-7-2020,18-34-54.76286200000016,M1,1.0,
5-7-2020,18-34-58.51747200000016,M10,0.0,
5-7-2020,18-35-10.119424000000002,D1,1.0,
5-7-2020,18-35-11.523824000000003,M4,0.0,
5-7-2020,18-35-13.891604000000003,M1,0.0,
5-7-2020,18-35-15.239894000000003,M7,1.0,
5-7-2020,18-35-21.650694,M4,1.0,
5-7-2020,18-35-22.982934,M5,1.0,
5-7-2020,18-35-23.835838,M2,0.0,
5-7-2020,18-35-30.548035999999996,D1,0.0,
5-7-2020,18-35-41.031257,D1,0.0,
5-7-2020,18-37-11.587999999999994,T6,24.6067,
5-7-2020,18-37-12.418794999999994,M7,0.0,
5-7-2020,18-38-2.1499999999999986,T10,20.5551,
5-7-2020,18-38-4.0359919999999985,D1,0.0,
5-7-2020,18-38-25.603691999999995,M3,1.0,
5-7-2020,18-38-27.896771999999995,M7,0.0,
5-7-2020,18-39-57.1969,T10,24.5891,
5-7-2020,18-40-2.45251,M5,1.0,
5-7-2020,18-40-2.4823350000000004,M4,1.0,
5-7-2020,18-40-26.759834999999995,T10,28.0534,
